objectid,filename,title,creator,date,description,subject,source,type,format,language,rights,author,year,tag_narrativo,tag_gestual,proxemia,time_inicio,time_final
coll219,219.jpg,niño prende cigarro a hombre,Servidumbre,Bajo el cielo antioqueño,El niño sirviente con uniforme le enciende un cigarrillo a un hombre que está sentado.,Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Arturo Acevedo Villarino,1925,servidumbre,elegancia,distanciamedia,01:41:13,01:41:34
coll220,220.jpg,paseo de cascada,Unificación,Bajo el cielo antioqueño,"Varios hombres quitan la maleza del terreno con machetes mientras Lina se sienta en el pasto. Hay una imagen de una corriente de agua y todos caminan por el campo. También está con ellos el niños sirviente, pero esta vez sin uniforme.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"La película muestra que existe una unificación de personas desiguales. Es decir, personas diversas que habitan relaciones de poder desde la masculinidad/feminidad, urbanidad/ruralidad y pobreza/riqueza conviven como iguales en un espacio físico. Esto trata de mostrar a las personas como iguales, pero evidentemente por sus modos de vestir, transporte o condiciones materiales, no lo son.",Arturo Acevedo Villarino,1925,modernidad,amistad,cercanos,01:41:35,01:43:32
coll221,221.jpg,lina en frabica de cigarros,Modernidad,Bajo el cielo antioqueño,"Lina, varios hombres y otra mujer llegan a la puerta de una fábrica de cigarrillos. El hombre que los recibe estrecha la mano de todos los hombres, no de las mujeres. Todos entran en la fábrica, están vestidos de manera elegante. Lina observa los cigarros y las cajas que producen. Varios niños trabajan en la fábrica llevando cajas grandes de cigarrillos. Un niño muy pequeño y descalzo carga bolsas mientras los visitantes elegantes salen de la fábrica. Luego de que el gurpo elegante salga de la fábrica, salen los empleados con ropas desprolijas, hay niños entre ellos.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Arturo Acevedo Villarino,1925,trabajo,interes,distanciamedia,01:43:33,01:46:17
coll222,222.jpg,paseo en auto,Modernidad,Bajo el cielo antioqueño,Varias personas elegantes viajan en auto antiguo por las calles mientras los escoltan dos hombres a caballo. Tras de ellos pasan dos carros más y policias en 5 caballos más que los escoltan.,Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Arturo Acevedo Villarino,1925,modernidad,elegancia,cercanos,01:46:18,01:49:03
coll223,223.jpg,festejo de trabajadores,Trabajo,Bajo el cielo antioqueño,"Varios hombres trabajan con picas sobre un montículo de tierra mientras otros dos hombres observan. Los trabajadores están vestidos de blanco y los hombres que observan de ropas oscuras. Los hombres encuentran algo y se ven felices, alzan los brazos con herramientas en sus manos. Todos caminan con herramientas grandes y pequeñas en sus manos, tienen ropas descuidadas.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"El trabajo manual y de fuerza suele ser desempeñado por hombres no enriquecidos. Suelen tener un patrón o una figuta de autoridad que los vigila. Sus movimientos son bruscos y demuestran fuerza, también suelen tener contacto con la tierra o con animales grandes. Suelen usarse como imágenes de transición o demostración de un oficio o trabajo, pero no como algo que cambie la trama o sea significativo, más bien son escenas de transición.",Arturo Acevedo Villarino,1925,trabajo,felicidad,cercanos,01:49:04,01:50:29
coll224,224.jpg,campamento,none,Bajo el cielo antioqueño,Lina y algunos hombres acampan en el campo durante la noche.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,none,Arturo Acevedo Villarino,1925,campamento,amistad,cercanos,01:50:30,01:51:14
coll225,225.jpg,festejo de busgueses,Elegancia,Bajo el cielo antioqueño,"Lina está en una reunión elegante con una taza de té en sus manos rodeada de hombres elegantes, tiene un vestido elegante igual que las otras personas. También está con ellos el niño sirviente.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,nacion,elegancia,cercanos,01:51:15,01:52:15
coll226,226.jpg,golf,Elegancia,Bajo el cielo antioqueño,"Lina y sus amigos juegan al golf, solo se muestra a los hombres jugar, no a Lina.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,elegancia,elegancia,distanciamedia,01:52:16,01:52:41
coll227,227.jpg,fiesta de disfraces,Tradición,Bajo el cielo antioqueño,"Varias personas bailan tomadas de las manos con disfraces. Luego, bailan en parejas.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",Arturo Acevedo Villarino,1925,festejo,felicidad,cercanos,01:52:42,01:54:09
coll228,228.jpg,declaraciòn del inglès,Conquista,Bajo el cielo antioqueño,Un hombre inglés vestido con un traje elegante declara su amor a Lina que está sentada sobre un mirador y disfraza con grandes plumas. Le da la mano al hombre y se van juntos.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Arturo Acevedo Villarino,1925,coqueteo,seriedad,cercanos,01:54:10,01:56:13
coll229,229.jpg,fiesta de disfraces continua,none,Bajo el cielo antioqueño,"Parejas bailan con disfraces elegantes, también bailan lina y el hombre inglés.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,none,Arturo Acevedo Villarino,1925,festejo,felicidad,cercanos,01:56:14,01:57:04
coll230,230.jpg,casamiento de lina,Religiosidad,Bajo el cielo antioqueño,"Lina camina entre personas hacia un altar, el niño sirviente con uniforme sonríe. Un sacerdote mira al cielo y les da su bendición a Lina y al hombre Inglés en el altar, ella lleva un vestido de novia y él un traje muy elegante. Todos los asistentes están muy alegantes.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Arturo Acevedo Villarino,1925,matrimonio,felicidad,cercanos,01:57:05,02:00:35
coll231,231.jpg,barca lleva a lina y la entrega con amado,Amor,Bajo el cielo antioqueño,"Lina sube a un auto con el hombre inglés, ambos muy elegantes y un niño se esconde detrás del auto mientras el niño sirviente con unifome corre tras el auto. Lina y el hombre inglés están en un barco, cuando bajan de este Lina abraza y se enceuntra con Alvaro que le da la mano al hombre inglés. Lina y alvaro despiden al hombre inglés que se va en barco.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado para demostrar gestos de amor entre parejas mayoritariamente, pero también puede evidenciarse entre familias. Aunque existen relaciones de poder, se muestra como una relación de pares en la que predomina el amor. Los gestos pueden ser materiales como regalos o inmateriales como besos o caricias.",Arturo Acevedo Villarino,1925,amor,felicidad,cercanos,02:00:36,02:02:45
